FID,FID_,address,adname,adcode,pname,cityname,name,long,lat,_id,type,data_proce
197,6329,增产路7号,门头沟区,110109,北京市,北京市,双缘熟食专卖店(增产路),116.095382,39.941787,4#20170618#d05757d8baf81b00664071c58e260092,餐饮服务;餐饮相关场所;餐饮相关, 
198,6336,张村路与柴房路交叉口东100米,通州区,110112,北京市,北京市,辣之源美食,116.55156,39.725478,q#20170621#f5cf54efc24ab00f23cae03bb371559e,餐饮服务;餐饮相关场所;餐饮相关, 
199,6370,小张湾工业东路与张村路交叉口东100米,通州区,110112,北京市,北京市,薄饼卷肉,116.555583,39.726089,2#20170621#414b7fff5b16600939b1a3e89e7665ad,餐饮服务;餐饮相关场所;餐饮相关, 
200,6389,北三环中路马甸桥商房大厦地下二层商房大食堂,西城区,110102,北京市,北京市,小碗菜店,116.385037,39.968684,4#20170620#6f3fa65e305b799be16a23ae800cc78d,餐饮服务;餐饮相关场所;餐饮相关, 
201,6395,北苑南路91号附近,通州区,110112,北京市,北京市,温馨阁,116.639577,39.898349,6#20170621#dbc0b8bb8110ea879c1722306250ca15,餐饮服务;餐饮相关场所;餐饮相关, 
202,6405,房山城关万宁鸿发市场西12号,房山区,110111,北京市,北京市,陕西凉皮凉面熟食店,115.984904,39.708138,w#20170618#823427a13af1946ffd48b3529c0cb005,餐饮服务;餐饮相关场所;餐饮相关, 
203,6458,幸福路与环镇路交叉口西北50米,顺义区,110113,北京市,北京市,和河串串香(杨镇一街店),116.832979,40.15575,r#20170618#8fbdce2465a270bda02f45920033d30d,餐饮服务;餐饮相关场所;餐饮相关, 
204,6460,交大东路62号,海淀区,110108,北京市,北京市,台湾盐酥鸡(交大东路),116.350158,39.945514,k#20170618#d6a1b2186aba89a7fb60e604c1e0190f,餐饮服务;餐饮相关场所;餐饮相关, 
205,6472,幸福路世纪华联超市旁,顺义区,110113,北京市,北京市,梨香双缘熟食店,116.833091,40.154849,s#20170618#8e6ade44c377f5a6eb52b44436480f53,餐饮服务;餐饮相关场所;餐饮相关, 
206,6509,后沙峪空港工业区a区天柱西路12号院内1号楼西侧,顺义区,110113,北京市,北京市,北京棒约翰,116.559195,40.078645,4#20170618#ff0ef8ebac4a88f92782480128afb801,餐饮服务;餐饮相关场所;餐饮相关, 
207,6527,汽车博物馆东路盈坤世纪G座B1层,丰台区,110106,北京市,北京市,虾饭先生(总部基地店),116.303958,39.82563,d#20170618#c4280316153d4831f02a13869158e4b4,餐饮服务;餐饮相关场所;餐饮相关, 
208,6531,后沙峪村中心街附近,顺义区,110113,北京市,北京市,批发凉皮咸菜,116.540617,40.105592,6#20170618#e443c5b4edabe0c720a83fe86b347c85,餐饮服务;餐饮相关场所;餐饮相关, 
209,6556,新华西街58号院5号楼B区金街B区2-220,通州区,110112,北京市,北京市,郭记大石板烤肉(通州万达店),116.640468,39.904453,2#20170618#5ae5ad90827465ea22e90a604c43ac29,餐饮服务;餐饮相关场所;餐饮相关, 
210,6581,团南工业园南四路与团忠路交叉口东北50米,大兴区,110115,北京市,北京市,冰城烧烤,116.394026,39.751914,e#20170618#76417d56234e2a489456dd67d1f6d221,餐饮服务;餐饮相关场所;餐饮相关, 
211,6655,旧宫镇旧宫西路1号北京万源吉庆农副产品市场内1区1层492-494号,大兴区,110115,北京市,北京市,大同刀削面(万源店),116.424332,39.804095,q#20170618#af26e63bb5608d057bc88680850ba227,餐饮服务;餐饮相关场所;餐饮相关, 
212,6679,土桥华远好天地二层206号,通州区,110112,北京市,北京市,另肋韩国芝士肋排(华远好天地店),116.696452,39.87041,f#20170618#94b16ac88920960d0db934330dfa6741,餐饮服务;餐饮相关场所;餐饮相关, 
213,6684,新西路99号西大桥加油站北100米,密云区,110118,北京市,北京市,干哥俩·风干牛肉干(密云新西路店),116.834034,40.37085,g#20170618#a521b1e4ccb859cc58919d2362dceb06,餐饮服务;餐饮相关场所;餐饮相关, 
214,6731,兴丰大街与清华巷交叉口西北50米,大兴区,110115,北京市,北京市,卫记五谷煎饼,116.339095,39.744271,2#20170618#0402cae521b38454eeee7c7ba0956007,餐饮服务;餐饮相关场所;餐饮相关, 
215,6787,刘荆路与大礼路交叉口东150米,大兴区,110115,北京市,北京市,兴发熟食批发店,116.43592,39.557278,1#20170618#83b51e11561e8ebe1241d6b3ad71d626,餐饮服务;餐饮相关场所;餐饮相关, 
216,6841,民族大学西路22号楼一层底商,海淀区,110108,北京市,北京市,疆粉世家(魏公村店),116.316964,39.95215,2#20170618#ac6066395f10c97e5ba5363d425212dc,餐饮服务;餐饮相关场所;餐饮相关, 
217,6873,科星西路47号,昌平区,110114,北京市,北京市,鸭迷周黑鸭(霍营店),116.358074,40.073198,j#20170618#9b72cd789221b853d3ccedfbfc34b906,餐饮服务;餐饮相关场所;餐饮相关, 
218,6876,中山西街与西外街交叉口西北200米,顺义区,110113,北京市,北京市,山东呛面馒头(铁西路),116.64526,40.138438,p#20170618#e211bd48e4dd55b7813a14d53225edae,餐饮服务;餐饮相关场所;餐饮相关, 
219,6888,九棵树中街9号京通罗斯福广场B1层,通州区,110112,北京市,北京市,九婶包子(京通罗斯福广场),116.658357,39.889201,3#20170618#f48dc027846f907626666b313d797a95,餐饮服务;餐饮相关场所;餐饮相关, 
220,6917,亦庄经济开发区101号,大兴区,110115,北京市,北京市,猫山王(亦庄华联力宝店),116.501113,39.804736,l#20170618#01ca9ecb2eecfea01562fdfa1ca7c8b0,餐饮服务;餐饮相关场所;餐饮相关, 
221,6936,双峪路晨光饭店,门头沟区,110109,北京市,北京市,晨光饭店A座,116.106292,39.935061,2#20170618#2fa6048c50ace12ff861d2969093e53c,餐饮服务;餐饮相关场所;餐饮相关, 
222,6954,香苑街西100米,延庆区,110119,北京市,北京市,德业翼达炸肠第一家,115.988553,40.470011,2#20170618#8ae52253aa402cd23541a0e12c298ba9,餐饮服务;餐饮相关场所;餐饮相关, 
223,6963,房山南大街84号附近,房山区,110111,北京市,北京市,红门鲜猪肉,115.984552,39.693273,8#20170618#8b318fbbd506fdc28f8c6bbd1ec448ce,餐饮服务;餐饮相关场所;餐饮相关, 
224,6995,梨园镇李老公庄北,通州区,110112,北京市,北京市,杨记虾馆通州总店,116.634698,39.891723,2#20170618#44403c05dc958845c4ac829e737598ed,餐饮服务;餐饮相关场所;餐饮相关, 
225,7008,长安街6号楼附近,密云区,110118,北京市,北京市,北京蜀来宝餐饮连锁,116.844651,40.374166,g#20170618#b89ddac55646cbe4040ef719453adb51,餐饮服务;餐饮相关场所;餐饮相关, 
226,7026,大东路与拥军路交叉口西150米,顺义区,110113,北京市,北京市,众望早餐(拥军路),116.664408,40.123323,d#20170618#4f43e7d3591aceaa47c5a29ca8adf89d,餐饮服务;餐饮相关场所;餐饮相关, 
227,7071,南丰路32号附近,昌平区,110114,北京市,北京市,周黑鸭(南丰路),116.28522,40.152167,k#20170618#210418314abc9d17de6a1dbcc2315e40,餐饮服务;餐饮相关场所;餐饮相关, 
228,7108,次北路与潞西路交叉口西南100米,通州区,110112,北京市,北京市,益涵小笼包,116.582347,39.802689,i#20170618#6e885e4aeaef923317a5948c3520205c,餐饮服务;餐饮相关场所;餐饮相关, 
229,7131,西安门大街136号,西城区,110102,北京市,北京市,炙臻天成餐饮,116.3748,39.92234,a#20170620#4f4f4c9fbb7a5f056d1696f892ca3a87,餐饮服务;餐饮相关场所;餐饮相关, 
230,7136,金星路12号院2号楼13层1604室,大兴区,110115,北京市,北京市,鸡排公社,116.350175,39.76233,l#20170618#4a788c10b06a60dbdd7a3a41742dae2d,餐饮服务;餐饮相关场所;餐饮相关, 
231,7168,燕山东风街5号,房山区,110111,北京市,北京市,正宗天津烧饼(双泉路),115.963957,39.756805,x#20170618#4d0c078efb39d6feb1c585e40e3cb8ed,餐饮服务;餐饮相关场所;餐饮相关, 
232,7247,万寿路西街与东翠路交叉口南行100米路东,海淀区,110108,北京市,北京市,名客佳(东翠路),116.288115,39.909477,m#20170618#b7476e378d90771f9a5d85bfc0381b77,餐饮服务;餐饮相关场所;餐饮相关, 
233,7400,旧密古路与檀营街交叉口西南150米,密云区,110118,北京市,北京市,诚信馒头铺,116.868973,40.382977,y#20170618#46da898da0ab2131a9f0f5bab49399ab,餐饮服务;餐饮相关场所;餐饮相关, 
234,7402,太平庄北街南150米,昌平区,110114,北京市,北京市,嘿钵钵鸡(三旗百汇店),116.340204,40.062306,d#20170618#8057c98fd0cc869e783f664d361423f0,餐饮服务;餐饮相关场所;餐饮相关, 
235,7452,玉桥中路6号运河通源农贸市场内,通州区,110112,北京市,北京市,任胖子饹炸饸(清真总店),116.678322,39.897952,4#20170618#b5d9512328a9d370571431c8a86f910f,餐饮服务;餐饮相关场所;餐饮相关, 
236,7484,032县道西100米,昌平区,110114,北京市,北京市,第1佳大鸡排(沙河店),116.293239,40.148681,7#20170618#8962c6e2856188f2ccfa0cd95eb1d90c,餐饮服务;餐饮相关场所;餐饮相关, 
237,7570,西红门团河北村团庆街18号,大兴区,110115,北京市,北京市,幸福饼(团河店),116.386094,39.747864,m#20170618#aedef99e0fdaedbd0df0b8c6538adc0e,餐饮服务;餐饮相关场所;餐饮相关, 
238,7599,莲花街1号附近,延庆区,110119,北京市,北京市,北京烤鸭,115.982044,40.451051,p#20170621#b1adede7dda036eb5221fbb6cff17c69,餐饮服务;餐饮相关场所;餐饮相关, 
239,7603,黄鹅路5号,大兴区,110115,北京市,北京市,聚湘福食香阁(黄鹅路店),116.293844,39.753282,v#20170618#f6007443aa869613cb99597a53574f41,餐饮服务;餐饮相关场所;餐饮相关, 
240,7607,宋家庄宋庄路43号院对面,丰台区,110106,北京市,北京市,砂锅土豆粉,116.42884,39.850273,5#20170618#b91b975615a7827cb01f877bc360a035,餐饮服务;餐饮相关场所;餐饮相关, 
241,7620,兴华大街枣园路枣园地铁站D口,大兴区,110115,北京市,北京市,王福记煎饼坊(枣园路),116.332533,39.753281,h#20170618#0da179eff2de930afb936581d960e9eb,餐饮服务;餐饮相关场所;餐饮相关, 
242,7622,京密路附近,密云区,110118,北京市,北京市,正宗兰州牛肉拉面,116.890269,40.385561,b#20170621#791167688797c000f44fa8146b12a1c4,餐饮服务;餐饮相关场所;餐饮相关, 
243,7631,五爱屯西街与南苑西路交叉口西50米,丰台区,110106,北京市,北京市,善美饼屋(五爱屯店),116.377048,39.805011,f#20170618#f04fce68a247bff6c3946773b35a0495,餐饮服务;餐饮相关场所;餐饮相关, 
244,7684,狼垡东路西150米,大兴区,110115,北京市,北京市,4号豆制品,116.286605,39.781258,c#20170618#16579be28728eab62663c830a6182c24,餐饮服务;餐饮相关场所;餐饮相关, 
245,7708,首都机场岗山路42号北京亚美国际酒店,顺义区,110113,北京市,北京市,首都机场馨雅酒店T3航站楼店,116.619987,40.044827,z#20170618#50e46456bbbe11d80219a1795b58e789,餐饮服务;餐饮相关场所;餐饮相关, 
246,7721,四道口路京果商厦北10米,海淀区,110108,北京市,北京市,聚福烤羊腿(四道口店),116.345688,39.959534,j#20170618#eff6f9d79769cde8633cfcbe6ad9c9ff,餐饮服务;餐饮相关场所;餐饮相关, 
247,7729,二十里堡路与天纬二街交叉口南,顺义区,110113,北京市,北京市,鹏程熟食(二十里堡路),116.571375,40.078897,3#20170618#8330f070a4a476bc1d1314c04ce9d8ea,餐饮服务;餐饮相关场所;餐饮相关, 
248,7740,黄村兴华大街物美大卖场地下一层,大兴区,110115,北京市,北京市,台港脆皮鸡拌饭,116.333058,39.749887,o#20170618#d7d760b8be7e44c7a97036001cbd9ba1,餐饮服务;餐饮相关场所;餐饮相关, 
249,7787,马驹桥镇兴贸一街华润万家配送中心4号贴建库5层,通州区,110112,北京市,北京市,太平洋咖啡仓库,116.571227,39.766403,k#20170618#9476446708f723689374c8bb25637554,餐饮服务;餐饮相关场所;餐饮相关, 
250,7790,良乡东路伟业嘉园小区东里1号楼1单元903室,房山区,110111,北京市,北京市,蜜罐千层蛋糕,116.158677,39.731274,h#20170618#122828f373f2dfd98bd37467759e443d,餐饮服务;餐饮相关场所;餐饮相关, 
251,7837,上涝洼村密云华香农家院西南95米,密云区,110118,北京市,北京市,北京琴山民俗饭庄,117.25346,40.631242,5#20170618#53b7462a36df7b09cf3ea2a33eca6e16,餐饮服务;餐饮相关场所;餐饮相关, 
252,7841,西门外大街与鼓楼西大街交叉口北150米,密云区,110118,北京市,北京市,老北京猪头肉,116.83617,40.378708,f#20170618#46ee0916f8f94acad289b261b79c85b7,餐饮服务;餐饮相关场所;餐饮相关, 
253,7852,北石槽,顺义区,110113,北京市,北京市,雷小英北石槽熟食店,116.532831,40.248009,4#20170618#9449c4790f8de2106bd61d1f8ca903ed,餐饮服务;餐饮相关场所;餐饮相关, 
254,7886,大红门西前街31号,丰台区,110106,北京市,北京市,过桥米线VS黄焖鸡,116.403329,39.837997,8#20170621#10ff23d3082ca71426e17ac5ae814718,餐饮服务;餐饮相关场所;餐饮相关, 
255,7894,葫芦垡村昌顺路28号附近,房山区,110111,北京市,北京市,大饼馒头,116.213817,39.70326,m#20170618#a0906452f0894666dd3118dd20d757ee,餐饮服务;餐饮相关场所;餐饮相关, 
256,7896,五芳园26号楼9门102号,石景山区,110107,北京市,北京市,天桥陈(鲁谷南路),116.229158,39.89836,3#20170618#3428e454eec9037f922dd0f1a6cce189,餐饮服务;餐饮相关场所;餐饮相关, 
257,7917,富强路与富林巷交叉口东100米,大兴区,110115,北京市,北京市,兴联老师傅风味烤鸭,116.335683,39.737677,v#20170618#368e6ac4a3a1250aec9e9639bdde04eb,餐饮服务;餐饮相关场所;餐饮相关, 
258,7939,沙河镇于辛庄路20号,昌平区,110114,北京市,北京市,贝克汉堡(沙河店),116.294811,40.146933,y#20170618#d4de86c50f9c56e2d3cf5cac96aae555,餐饮服务;餐饮相关场所;餐饮相关, 
259,7969,苏州街76号大洋服装城1层,海淀区,110108,北京市,北京市,周黑鸭(苏州桥店),116.308172,39.964808,v#20170618#9c04b7a3c80fbb096eca512c906babdf,餐饮服务;餐饮相关场所;餐饮相关, 
260,8014,京深路与多宝路交叉口北,房山区,110111,北京市,北京市,杭州瘦肉小笼包(多宝路),116.148615,39.737234,9#20170618#80c8a9eff8246251b0350633a818f4f1,餐饮服务;餐饮相关场所;餐饮相关, 
261,8034,新顺北大街13号(小叶佳栗子南10米),顺义区,110113,北京市,北京市,府前缙云烧饼,116.651413,40.133121,c#20170618#c37e46782c34895887da851fde8b1ae9,餐饮服务;餐饮相关场所;餐饮相关, 
262,8035,戏楼胡同2号一层105室,东城区,110101,北京市,北京市,娃哈哈桶装水授权店,116.419013,39.945462,5#20170620#fa2da0b53533cffce073726dd2165385,餐饮服务;餐饮相关场所;餐饮相关, 
263,8089,中关村北大街17号,海淀区,110108,北京市,北京市,煎饼哥(厢白旗店),116.317196,40.016411,h#20170618#08edbae2e62d02843c392e79a9eb1a72,餐饮服务;餐饮相关场所;餐饮相关, 
264,8103,城关街道城关南大街40号,房山区,110111,北京市,北京市,阿泰包子(城关店),115.9845,39.69395,r#20170618#a5837a4f04a1de2ba2878d973e9ee385,餐饮服务;餐饮相关场所;餐饮相关, 
265,8160,峪口经济开发区峰云街5号天昊源度假村,平谷区,110117,北京市,北京市,小南国(峪口镇店),117.020829,40.143325,4#20170618#9f3f41f45b716837dbb3679d2931b798,餐饮服务;餐饮相关场所;餐饮相关, 
266,8162,兴房大街38号,房山区,110111,北京市,北京市,弘德瑞餐饮,115.987611,39.693239,a#20170618#0f484187211d582db9c7229712a4f88f,餐饮服务;餐饮相关场所;餐饮相关, 
267,8166,玉带河东街北50米,通州区,110112,北京市,北京市,mallflavon烘焙艺术家,116.672237,39.900301,w#20170618#9a1785bde2e9fabd029753e50801b583,餐饮服务;餐饮相关场所;餐饮相关, 
268,8169,安顺北路6号,大兴区,110115,北京市,北京市,鲜饺子(孙村店),116.403915,39.70745,p#20170618#8736fe946173ac3f43617fdf836559f2,餐饮服务;餐饮相关场所;餐饮相关, 
269,8180,石龙北路西150米,门头沟区,110109,北京市,北京市,凉皮凉面米皮牛筋面,116.110232,39.908991,n#20170618#538b69c6727e2f3bd156d75f183dd6f7,餐饮服务;餐饮相关场所;餐饮相关, 
270,8231,怀沙路附近,怀柔区,110116,北京市,北京市,百鹭湖农庄,116.606328,40.353426,j#20170618#650eab04c77c375bca9ad863642ba850,餐饮服务;餐饮相关场所;餐饮相关, 
271,8271,景园街10号d座,大兴区,110115,北京市,北京市,汉丽轩,116.532863,39.781105,m#20170618#517200c4a2fffda1a37079c02f199c76,餐饮服务;餐饮相关场所;餐饮相关, 
272,8275,龙湖天街2-123号,大兴区,110115,北京市,北京市,妮莱肯汉堡炸鸡(龙湖天街店),116.31984,39.686985,t#20170618#4808731110da453311b7dfbe16441a8a,餐饮服务;餐饮相关场所;餐饮相关, 
273,8354,北京西站南路与茶马街交界处向南30米(橡树林酒店一层),丰台区,110106,北京市,北京市,德州扒鸡(西站南路店),116.321401,39.879292,q#20170618#6a074be7c4e84ec12efe58306f8b689d,餐饮服务;餐饮相关场所;餐饮相关, 
274,8357,武警路临42号附近,大兴区,110115,北京市,北京市,鸡蛋灌饼,116.286047,39.784922,a#20170618#40a2589369f662c91dce6dd19d93e359,餐饮服务;餐饮相关场所;餐饮相关, 
275,8400,昌平路380号院7号楼浩客购物超市斜对面,昌平区,110114,北京市,北京市,捌零食代龟锅主题餐厅,116.319728,40.069489,z#20170618#5c11fa5d019d006f0c9d9ec4434900e1,餐饮服务;餐饮相关场所;餐饮相关, 
276,8410,亦庄荣京西街经开大厦B1-112,大兴区,110115,北京市,北京市,新疆阿达西餐厅(亦庄店),116.497468,39.785791,v#20170618#353592dc90a7347d0d9d8c1699b5b11f,餐饮服务;餐饮相关场所;餐饮相关, 
277,8439,狼垡东路15号,大兴区,110115,北京市,北京市,正宗武汉绝味久久鸭,116.285379,39.782197,6#20170618#317fd98c8aa84a64f1e4b651587cf3fb,餐饮服务;餐饮相关场所;餐饮相关, 
278,8461,西北旺付家窑甲2号,海淀区,110108,北京市,北京市,鱼头泡饼(西北旺店),116.260187,40.040874,v#20170618#1630b09212773e1b9eb10403501ec63a,餐饮服务;餐饮相关场所;餐饮相关, 
279,8475,民族大学西路韦伯时代C座东门,海淀区,110108,北京市,北京市,张姐麻辣拌烤肉,116.322239,39.953927,j#20170618#96a82f14da04245741d66d6faf7f22a3,餐饮服务;餐饮相关场所;餐饮相关, 
280,8499,志新西路11号,海淀区,110108,北京市,北京市,包容心包子(志新路店),116.365295,39.994156,5#20170618#8dea6bb80b362d74d193985a7ffb79f4,餐饮服务;餐饮相关场所;餐饮相关, 
281,8507,小王辛庄南路与府前二街交叉口西100米,顺义区,110113,北京市,北京市,福裕老鸭汤,116.573746,40.064611,a#20170618#966907fa392550e8c7ef90f03bba3d04,餐饮服务;餐饮相关场所;餐饮相关, 
282,8534,西关大街万达广场B区149-150,通州区,110112,北京市,北京市,永顺炸鸡(万达店),116.643096,39.905046,v#20170618#aa5aee0d2d7d8c4227eb69a0b730e1cd,餐饮服务;餐饮相关场所;餐饮相关, 
283,8580,树桥路北50米,大兴区,110115,北京市,北京市,北京片皮烤鸭(树桥路),116.419377,39.81012,h#20170618#8d2949e42d92e726ef99ee59e124e04c,餐饮服务;餐饮相关场所;餐饮相关, 
284,8586,横五条与顺四条交叉口东50米,丰台区,110106,北京市,北京市,吉祥瑞龙爆肚轩,116.426957,39.85435,m#20170618#58c07b8ae2fc4d02889d83cfe690cffd,餐饮服务;餐饮相关场所;餐饮相关, 
285,8611,新华西街42号楼附近,通州区,110112,北京市,北京市,呀兔头(1号店),116.646454,39.906384,e#20170618#0e80dd39728a3ade8bae7d45cf689220,餐饮服务;餐饮相关场所;餐饮相关, 
286,8662,杨秀店路与金桥路交叉口西50米,通州区,110112,北京市,北京市,四海宾客,116.557998,39.726179,0#20170618#c495b8e90d44862ea85b4bf3f3f39e8c,餐饮服务;餐饮相关场所;餐饮相关, 
287,8676,回龙观地铁站A口东北50米,昌平区,110114,北京市,北京市,德口福包子(同成街),116.336937,40.071105,2#20170618#325222293279a3374330e342cc5c66b8,餐饮服务;餐饮相关场所;餐饮相关, 
288,8738,兴丰街道龙和大道瑞康家园24号楼南门口,大兴区,110115,北京市,北京市,雪松主食厨房(富强路),116.341981,39.737807,c#20170618#9d6a16e552475c3c0b53b9e5c0327a39,餐饮服务;餐饮相关场所;餐饮相关, 
289,8799,马驹桥镇南堤村,通州区,110112,北京市,北京市,大拇指熟食店,116.576646,39.769519,9#20170618#e74c030bfe57fe7f0e3c45b4e8e41d50,餐饮服务;餐饮相关场所;餐饮相关, 
290,8816,张台路与015县道交叉口西北100米,通州区,110112,北京市,北京市,农家土菜馆,116.701278,39.847816,3#20170618#e6f8aa875b2b33ab27101c2cf7a50d69,餐饮服务;餐饮相关场所;餐饮相关, 
291,8861,中惠国际大厦B1座底商,石景山区,110107,北京市,北京市,喜鹊咖啡简餐生活方式,116.224318,39.904491,n#20170618#247944b6a169a675531ba9bfd6fe7398,餐饮服务;餐饮相关场所;餐饮相关, 
292,8872,白堆子超市发方记紫玉板栗店,海淀区,110108,北京市,北京市,正宗陕西汉中魏氏凉皮,116.33195,39.926863,x#20170618#1fae286c18eaf23f31adb0da208d110e,餐饮服务;餐饮相关场所;餐饮相关, 
293,8903,站前街1号隆华购物中心F6层,顺义区,110113,北京市,北京市,小米鸡排(隆华购物中心),116.65033,40.127003,m#20170618#b8200ef7775423bf4fddf2f3a721f299,餐饮服务;餐饮相关场所;餐饮相关, 
294,8927,临泓路17号附近,丰台区,110106,北京市,北京市,河间驴肉火烧(临泓路),116.398984,39.84501,j#20170618#28dde3137b046fe8cb83f19b5bddf56a,餐饮服务;餐饮相关场所;餐饮相关, 
295,8963,长虹西路69号1幢附近,房山区,110111,北京市,北京市,西潞园熟食,116.121178,39.726578,k#20170618#ebbaf8c8b99e65e1be796b0d9eda320b,餐饮服务;餐饮相关场所;餐饮相关, 
296,8974,西周路238号附近,通州区,110112,北京市,北京市,华少烧烤,116.556927,39.725336,b#20170618#1cc00d7e3c68b7f39e55665be8be58f8,餐饮服务;餐饮相关场所;餐饮相关, 
297,9036,西红门镇寿宝庄村,大兴区,110115,北京市,北京市,皖乡情:潜山食府,116.382535,39.777997,h#20170618#528245dd2486cf44d67da75cbf6b201d,餐饮服务;餐饮相关场所;餐饮相关, 
298,9136,太师屯马场村下两河25号,密云区,110118,北京市,北京市,田园小栈,117.266864,40.62662,1#20170621#5f554f9c086c85dd90893827c8bf7578,餐饮服务;餐饮相关场所;餐饮相关, 
299,9160,马驹桥镇,通州区,110112,北京市,北京市,兴源熟食(总店),116.550066,39.758904,b#20170618#f7ca93a6d94cdf2cfd55bc6a43445e65,餐饮服务;餐饮相关场所;餐饮相关, 
300,9187,北斜街193号,平谷区,110117,北京市,北京市,久久鸭,117.125637,40.142941,p#20170618#206bc2c3046cc51ddc8e1ab112b8502e,餐饮服务;餐饮相关场所;餐饮相关, 
301,9226,回龙观镇文华西路文华市场4号,昌平区,110114,北京市,北京市,老城里包子,116.337988,40.081959,5#20170618#a6718aa04501026de18649e41280a318,餐饮服务;餐饮相关场所;餐饮相关, 
302,9245,兴华中街与漷马路交叉口北100米,通州区,110112,北京市,北京市,绝味王,116.545644,39.756056,4#20170618#4b432822db2e207d2d12a7552b535c15,餐饮服务;餐饮相关场所;餐饮相关, 
303,9260,群芳南街与颐瑞中三街交叉口东北100米,通州区,110112,北京市,北京市,清远楼,116.678234,39.863809,c#20170618#93f8c007a83a3f316fe9821a89ff9ba3,餐饮服务;餐饮相关场所;餐饮相关, 
304,9287,二环到三环西站南广场粥面故事旁,丰台区,110106,北京市,北京市,久久丫(广莲路),116.323665,39.893491,h#20170618#807d9e2a37935ec4e9c29cbb0e994ea0,餐饮服务;餐饮相关场所;餐饮相关, 
305,9295,香山路西200米,海淀区,110108,北京市,北京市,北京正宗包子店,116.221827,39.995326,i#20170618#75c0f969b607fa0781f4486f5ca22afe,餐饮服务;餐饮相关场所;餐饮相关, 
306,9375,李遂镇柳各庄村环东路61号,顺义区,110113,北京市,北京市,若相惜蛋糕房,116.757888,40.093286,5#20170618#431efd0e2499967b2e511924ffd021c6,餐饮服务;餐饮相关场所;餐饮相关, 
307,9398,梨园镇小稿村村委会东500米(小街宏兴农贸市场),通州区,110112,北京市,北京市,永红水业+,116.647613,39.871243,4#20170618#b706a4364431cc500a7abb8ab5cd8e1f,餐饮服务;餐饮相关场所;餐饮相关, 
308,9470,西红门寿宝庄车站旁,大兴区,110115,北京市,北京市,李记周黑鸭店,116.379494,39.777125,7#20170618#2e61b2cf5deac37670654d91549f4178,餐饮服务;餐饮相关场所;餐饮相关, 
309,9548,马卷村南大街101号附近,顺义区,110113,北京市,北京市,北京付强馒头店,116.615153,40.174027,1#20170618#0d7bf3ff61a2847c9efe284edaa0874d,餐饮服务;餐饮相关场所;餐饮相关, 
310,9620,车辇店胡同1号(雍和园),东城区,110101,北京市,北京市,久久鸭脖王(车辇胡同店),116.407972,39.945631,i#20170617#2b39fee37ec59cfed45714b48f4d9824,餐饮服务;餐饮相关场所;餐饮相关, 
311,9633,海淀大街38号楼1层1-09(永和大王右侧),海淀区,110108,北京市,北京市,绝味鸭脖(苏州街店),116.306141,39.981725,k#20170618#ad3112337e039d760e9ecaa26b381407,餐饮服务;餐饮相关场所;餐饮相关, 
312,9654,长安街3号院南楼3-2号,密云区,110118,北京市,北京市,松枝记水果捞(物美后门店),116.844226,40.374427,u#20170618#7f41494ae8b9d0dc7a12a29e500c1acd,餐饮服务;餐饮相关场所;餐饮相关, 
313,9738,南环路26-8号(花样年华小区底商昌平法院对面),昌平区,110114,北京市,北京市,大草原烤肉坊(南环路店),116.229954,40.212263,n#20170618#b2537c6ce84d121f6713e2785f1de214,餐饮服务;餐饮相关场所;餐饮相关, 
314,9753,兴丰南大街与市场西巷交叉口东北50米,大兴区,110115,北京市,北京市,万锅香过桥米线石锅拌饭,116.34007,39.72929,h#20170618#04e5b72b61833f52b6767365e5eda5c8,餐饮服务;餐饮相关场所;餐饮相关, 
315,9764,古城西路13号楼,石景山区,110107,北京市,北京市,永红饺子馆,116.185322,39.916975,a#20170618#89d29eb4d252ae878c881418d48615a9,餐饮服务;餐饮相关场所;餐饮相关, 
316,9800,北苑南路28号9号楼1层商8,通州区,110112,北京市,北京市,新发地菜篮子果蔬店,116.647896,39.893758,1#20170618#5bcd3e16bdf061ec4e67026c6b0640fd,餐饮服务;餐饮相关场所;餐饮相关, 
317,9812,羊坊店东路121号(地铁军博站东南角南300米),海淀区,110108,北京市,北京市,江边巫山烤全鱼,116.323805,39.900955,g#20170618#cd394d95b310efed5622427ca67ede20,餐饮服务;餐饮相关场所;餐饮相关, 
318,9846,城北街道小叶佳栗子胡同50米处,昌平区,110114,北京市,北京市,杨记麻辣鸭颈王,116.233083,40.216597,1#20170621#6d6c87b73a3ff86c6f50f8e9fe37b1f7,餐饮服务;餐饮相关场所;餐饮相关, 
319,9865,大成路西口黄记煌楼下,丰台区,110106,北京市,北京市,台湾手抓饼(大成路),116.255438,39.889742,9#20170618#9e288b8e159aa01b5d4feb8b02d1b8c0,餐饮服务;餐饮相关场所;餐饮相关, 
320,9874,阜成路30号空军总医院南门,海淀区,110108,北京市,北京市,京百客熟食店(阜成路店),116.301145,39.919934,a#20170618#09e35e3f41390749187e51257469885f,餐饮服务;餐饮相关场所;餐饮相关, 
321,9903,双安商场永隆昌美食城内,海淀区,110108,北京市,北京市,焦耳·川式快餐(人大店),116.326576,39.96689,0#20170621#0082140a47aca32c4a076b682c2e119a,餐饮服务;餐饮相关场所;餐饮相关, 
